Year, Month,Monthly Anomaly, Monthly Unc.,  Annual Anomaly, Annual Unc,Five-Year Anomaly, Five-Year Unc., Ten-Year Anomaly, Ten-Year Unc.,  Twenty-Year Anomaly, Twenty-year Unc.
1960,1,-0.001,0.059,-0.099,0.053,0.048,0.044,-0.025,0.041,-0.023,0.035
1960,2,0.243,0.068,-0.098,0.052,0.045,0.044,-0.025,0.04,-0.02,0.035
1960,3,-0.566,0.061,-0.09,0.051,0.042,0.043,-0.023,0.04,-0.02,0.035
1960,4,-0.205,0.064,-0.078,0.051,0.04,0.043,-0.024,0.04,-0.019,0.035
1960,5,-0.204,0.064,-0.079,0.05,0.038,0.042,-0.023,0.039,-0.019,0.035
1960,6,-0.011,0.07,-0.055,0.05,0.033,0.042,-0.023,0.039,-0.019,0.034
1960,7,-0.094,0.065,-0.045,0.049,0.025,0.042,-0.023,0.039,-0.02,0.034
1960,8,0.034,0.066,-0.047,0.048,0.026,0.041,-0.026,0.039,-0.02,0.034
1960,9,0.033,0.067,0.008,0.047,0.019,0.041,-0.027,0.039,-0.019,0.034
1960,10,0.093,0.054,0.042,0.046,0.016,0.041,-0.028,0.039,-0.018,0.034
1960,11,-0.269,0.061,0.074,0.045,0.012,0.04,-0.027,0.038,-0.017,0.034
1960,12,0.281,0.058,0.089,0.044,0.014,0.04,-0.025,0.038,-0.017,0.034
1961,1,0.119,0.052,0.101,0.044,0.016,0.04,-0.025,0.038,-0.015,0.034
1961,2,0.229,0.056,0.105,0.044,0.024,0.039,-0.023,0.038,-0.014,0.033
1961,3,0.094,0.056,0.109,0.044,0.032,0.039,-0.02,0.038,-0.014,0.033
1961,4,0.194,0.053,0.098,0.044,0.036,0.039,-0.019,0.037,-0.015,0.033
1961,5,0.18,0.067,0.116,0.044,0.038,0.039,-0.017,0.037,-0.015,0.033
1961,6,0.176,0.065,0.078,0.043,0.036,0.039,-0.016,0.037,-0.015,0.033
1961,7,0.046,0.058,0.076,0.043,0.033,0.039,-0.013,0.037,-0.016,0.033
1961,8,0.08,0.063,0.074,0.043,0.029,0.038,-0.011,0.037,-0.016,0.032
1961,9,0.09,0.057,0.079,0.043,0.018,0.038,-0.009,0.036,-0.017,0.032
1961,10,-0.04,0.064,0.066,0.043,0.007,0.037,-0.008,0.036,-0.018,0.032
1961,11,-0.056,0.061,0.035,0.043,0.001,0.037,-0.007,0.036,-0.019,0.032
1961,12,-0.171,0.059,0.016,0.042,-0.001,0.037,-0.008,0.036,-0.02,0.032
1962,1,0.092,0.054,0.003,0.041,-0.003,0.037,-0.007,0.036,-0.023,0.032
1962,2,0.206,0.058,-0.008,0.039,-0.006,0.036,-0.009,0.036,-0.025,0.031
1962,3,0.152,0.055,-0.02,0.039,-0.011,0.036,-0.007,0.035,-0.025,0.031
1962,4,0.042,0.051,-0.015,0.039,-0.016,0.036,-0.008,0.035,-0.025,0.031
1962,5,-0.195,0.065,-0.013,0.038,-0.016,0.036,-0.007,0.035,-0.025,0.031
1962,6,-0.048,0.062,0.003,0.038,-0.021,0.035,-0.009,0.035,-0.024,0.031
1962,7,-0.116,0.054,-0.003,0.038,-0.021,0.035,-0.009,0.035,-0.025,0.031
1962,8,-0.055,0.053,0.008,0.038,-0.029,0.035,-0.011,0.035,-0.025,0.03
1962,9,-0.055,0.053,-0.023,0.038,-0.023,0.035,-0.012,0.034,-0.026,0.03
1962,10,0.026,0.047,-0.037,0.037,-0.024,0.035,-0.012,0.034,-0.026,0.03
1962,11,-0.032,0.053,-0.035,0.037,-0.023,0.034,-0.014,0.034,-0.026,0.03
1962,12,0.02,0.057,-0.028,0.037,-0.025,0.034,-0.016,0.034,-0.025,0.03
1963,1,0.022,0.057,-0.005,0.037,-0.025,0.034,-0.023,0.034,-0.025,0.029
1963,2,0.338,0.056,0.031,0.038,-0.026,0.034,-0.026,0.033,-0.025,0.029
1963,3,-0.217,0.06,0.06,0.04,-0.031,0.034,-0.025,0.033,-0.025,0.029
1963,4,-0.127,0.051,0.082,0.042,-0.031,0.034,-0.026,0.033,-0.025,0.029
1963,5,-0.176,0.056,0.096,0.042,-0.03,0.034,-0.028,0.033,-0.025,0.029
1963,6,0.031,0.057,0.095,0.043,-0.034,0.034,-0.028,0.032,-0.024,0.028
1963,7,0.168,0.068,0.089,0.044,-0.039,0.034,-0.03,0.032,-0.024,0.028
1963,8,0.375,0.067,0.047,0.044,-0.043,0.034,-0.03,0.032,-0.024,0.028
1963,9,0.293,0.09,0.032,0.044,-0.045,0.034,-0.031,0.032,-0.024,0.028
1963,10,0.294,0.059,0.009,0.044,-0.05,0.034,-0.03,0.032,-0.024,0.028
1963,11,0.134,0.06,-0.001,0.044,-0.055,0.034,-0.032,0.031,-0.024,0.027
1963,12,0.006,0.057,-0.003,0.044,-0.057,0.033,-0.034,0.031,-0.024,0.027
1964,1,-0.053,0.053,-0.016,0.044,-0.054,0.033,-0.038,0.031,-0.024,0.027
1964,2,-0.168,0.051,-0.06,0.043,-0.056,0.033,-0.041,0.031,-0.026,0.027
1964,3,-0.396,0.056,-0.116,0.043,-0.057,0.034,-0.044,0.03,-0.026,0.026
1964,4,-0.397,0.067,-0.17,0.042,-0.059,0.033,-0.045,0.03,-0.026,0.026
1964,5,-0.299,0.061,-0.202,0.041,-0.06,0.034,-0.045,0.03,-0.025,0.026
1964,6,0.006,0.061,-0.228,0.041,-0.06,0.034,-0.045,0.03,-0.025,0.026
1964,7,0.015,0.081,-0.223,0.041,-0.063,0.034,-0.047,0.029,-0.025,0.026
1964,8,-0.161,0.064,-0.228,0.042,-0.071,0.034,-0.047,0.029,-0.024,0.025
1964,9,-0.374,0.057,-0.211,0.042,-0.073,0.034,-0.046,0.029,-0.024,0.025
1964,10,-0.354,0.052,-0.2,0.042,-0.075,0.034,-0.045,0.029,-0.025,0.025
1964,11,-0.255,0.051,-0.186,0.042,-0.068,0.034,-0.042,0.029,-0.026,0.025
1964,12,-0.296,0.054,-0.198,0.043,-0.069,0.033,-0.04,0.028,-0.026,0.025
1965,1,0.002,0.053,-0.209,0.042,-0.067,0.034,-0.039,0.028,-0.027,0.024
1965,2,-0.221,0.063,-0.199,0.041,-0.067,0.033,-0.039,0.028,-0.026,0.024
1965,3,-0.195,0.055,-0.187,0.04,-0.065,0.033,-0.035,0.028,-0.023,0.024
1965,4,-0.272,0.06,-0.152,0.04,-0.063,0.033,-0.032,0.027,-0.022,0.024
1965,5,-0.124,0.052,-0.146,0.041,-0.065,0.033,-0.031,0.027,-0.02,0.023
1965,6,-0.136,0.077,-0.12,0.041,-0.065,0.033,-0.031,0.027,-0.019,0.023
1965,7,-0.116,0.062,-0.134,0.041,-0.07,0.033,-0.03,0.027,-0.018,0.023
1965,8,-0.044,0.059,-0.117,0.041,-0.078,0.033,-0.032,0.027,-0.02,0.023
1965,9,-0.229,0.074,-0.101,0.04,-0.07,0.033,-0.031,0.026,-0.019,0.023
1965,10,0.066,0.055,-0.089,0.04,-0.068,0.033,-0.031,0.026,-0.02,0.023
1965,11,-0.191,0.054,-0.088,0.04,-0.068,0.033,-0.03,0.026,-0.02,0.022
1965,12,0.022,0.054,-0.071,0.04,-0.07,0.032,-0.034,0.026,-0.019,0.022
1966,1,-0.164,0.049,-0.043,0.04,-0.076,0.032,-0.034,0.026,-0.019,0.022
1966,2,-0.025,0.058,-0.045,0.04,-0.085,0.032,-0.039,0.025,-0.018,0.022
1966,3,0.004,0.056,-0.021,0.041,-0.093,0.031,-0.041,0.025,-0.019,0.021
1966,4,-0.126,0.053,-0.041,0.04,-0.096,0.031,-0.044,0.025,-0.018,0.021
1966,5,-0.116,0.054,-0.037,0.04,-0.101,0.031,-0.045,0.025,-0.018,0.021
1966,6,0.067,0.057,-0.052,0.04,-0.105,0.03,-0.048,0.024,-0.018,0.021
1966,7,0.219,0.072,-0.042,0.039,-0.108,0.03,-0.049,0.024,-0.018,0.021
1966,8,-0.062,0.054,-0.064,0.039,-0.111,0.03,-0.05,0.024,-0.018,0.02
1966,9,0.05,0.087,-0.064,0.039,-0.106,0.03,-0.051,0.024,-0.017,0.02
1966,10,-0.173,0.067,-0.057,0.039,-0.098,0.029,-0.05,0.024,-0.017,0.02
1966,11,-0.134,0.057,-0.032,0.039,-0.09,0.029,-0.05,0.024,-0.017,0.02
1966,12,-0.165,0.055,-0.044,0.039,-0.089,0.029,-0.049,0.023,-0.016,0.02
1967,1,-0.048,0.053,-0.061,0.038,-0.091,0.028,-0.053,0.023,-0.015,0.019
1967,2,-0.281,0.05,-0.06,0.037,-0.088,0.028,-0.058,0.023,-0.013,0.019
1967,3,-0.002,0.055,-0.063,0.036,-0.081,0.028,-0.06,0.023,-0.012,0.019
1967,4,-0.045,0.059,-0.035,0.035,-0.074,0.028,-0.06,0.023,-0.01,0.019
1967,5,0.192,0.056,-0.037,0.035,-0.069,0.027,-0.058,0.023,-0.009,0.019
1967,6,-0.078,0.056,-0.021,0.034,-0.059,0.027,-0.057,0.022,-0.009,0.018
1967,7,0.019,0.059,-0.04,0.033,-0.057,0.027,-0.056,0.022,-0.007,0.018
1967,8,-0.056,0.052,-0.027,0.033,-0.049,0.026,-0.053,0.022,-0.006,0.018
1967,9,0.012,0.058,-0.004,0.032,-0.047,0.026,-0.053,0.022,-0.007,0.018
1967,10,0.163,0.054,-0.002,0.032,-0.04,0.026,-0.053,0.022,-0.007,0.018
1967,11,-0.154,0.055,-0.033,0.031,-0.039,0.026,-0.054,0.022,-0.007,0.018
1967,12,0.025,0.047,-0.033,0.031,-0.037,0.025,-0.053,0.021,-0.008,0.017
1968,1,-0.27,0.048,-0.051,0.031,-0.035,0.025,-0.05,0.021,-0.01,0.017
1968,2,-0.13,0.042,-0.059,0.031,-0.037,0.025,-0.051,0.021,-0.01,0.017
1968,3,0.28,0.061,-0.078,0.031,-0.031,0.025,-0.047,0.021,-0.01,0.017
1968,4,-0.023,0.069,-0.083,0.031,-0.032,0.024,-0.043,0.021,-0.009,0.017
1968,5,-0.179,0.055,-0.083,0.031,-0.03,0.024,-0.039,0.02,-0.009,0.016
1968,6,-0.076,0.056,-0.103,0.031,-0.034,0.024,-0.036,0.02,-0.009,0.016
1968,7,-0.204,0.054,-0.103,0.031,-0.03,0.024,-0.036,0.02,-0.009,0.016
1968,8,-0.156,0.051,-0.12,0.032,-0.034,0.023,-0.038,0.02,-0.009,0.016
1968,9,-0.209,0.057,-0.152,0.032,-0.038,0.023,-0.04,0.02,-0.009,0.016
1968,10,0.104,0.053,-0.14,0.032,-0.038,0.023,-0.041,0.019,-0.009,0.015
1968,11,-0.155,0.053,-0.114,0.031,-0.036,0.023,-0.042,0.019,-0.008,0.015
1968,12,-0.214,0.052,-0.1,0.031,-0.039,0.022,-0.042,0.019,-0.008,0.015
1969,1,-0.28,0.043,-0.09,0.03,-0.045,0.022,-0.043,0.019,-0.008,0.015
1969,2,-0.332,0.056,-0.077,0.03,-0.044,0.022,-0.046,0.018,-0.009,0.015
1969,3,-0.099,0.057,-0.056,0.029,-0.044,0.022,-0.044,0.018,-0.01,0.014
1969,4,0.116,0.059,-0.057,0.029,-0.041,0.022,-0.042,0.018,-0.011,0.014
1969,5,0.14,0.047,-0.04,0.029,-0.04,0.021,-0.04,0.018,-0.011,0.014
1969,6,0.082,0.053,0.001,0.028,-0.038,0.021,-0.04,0.018,-0.011,0.014
1969,7,-0.076,0.061,0.037,0.028,-0.044,0.021,-0.04,0.018,-0.012,0.014
1969,8,0.001,0.044,0.083,0.027,-0.045,0.021,-0.037,0.018,-0.011,0.014
1969,9,0.044,0.065,0.087,0.027,-0.046,0.021,-0.035,0.017,-0.01,0.014
1969,10,0.086,0.043,0.088,0.028,-0.045,0.021,-0.033,0.017,-0.008,0.013
1969,11,0.048,0.046,0.071,0.029,-0.048,0.021,-0.032,0.017,-0.007,0.013
1969,12,0.284,0.044,0.062,0.028,-0.044,0.02,-0.03,0.017,-0.004,0.013
1970,1,0.144,0.039,0.068,0.027,-0.045,0.02,-0.029,0.017,-0.002,0.013
1970,2,0.22,0.061,0.054,0.027,-0.04,0.02,-0.026,0.017,-0.001,0.013
1970,3,-0.041,0.05,0.062,0.027,-0.04,0.02,-0.023,0.016,0.002,0.013
1970,4,0.127,0.046,0.058,0.028,-0.042,0.02,-0.019,0.016,0.005,0.012
1970,5,-0.068,0.074,0.045,0.028,-0.042,0.019,-0.016,0.016,0.007,0.012
1970,6,-0.02,0.044,0.007,0.027,-0.04,0.019,-0.014,0.016,0.008,0.012
1970,7,-0.006,0.047,0,0.027,-0.031,0.019,-0.013,0.016,0.01,0.012
1970,8,-0.174,0.059,-0.041,0.026,-0.023,0.019,-0.014,0.016,0.012,0.012
1970,9,0.142,0.067,-0.059,0.026,-0.024,0.019,-0.011,0.016,0.013,0.012
1970,10,0.036,0.038,-0.078,0.026,-0.018,0.019,-0.013,0.015,0.013,0.012
1970,11,-0.109,0.042,-0.07,0.025,-0.009,0.019,-0.013,0.015,0.016,0.012
1970,12,-0.168,0.052,-0.08,0.026,-0.002,0.019,-0.014,0.015,0.016,0.011
1971,1,0.067,0.046,-0.09,0.026,0.004,0.019,-0.012,0.015,0.018,0.011
1971,2,-0.278,0.037,-0.077,0.026,0.008,0.019,-0.014,0.015,0.02,0.011
1971,3,-0.256,0.046,-0.086,0.025,0.014,0.018,-0.017,0.015,0.022,0.011
1971,4,-0.104,0.04,-0.09,0.025,0.014,0.018,-0.017,0.015,0.022,0.011
1971,5,0.026,0.051,-0.085,0.025,0.017,0.018,-0.019,0.015,0.022,0.011
1971,6,-0.131,0.057,-0.075,0.025,0.021,0.018,-0.021,0.015,0.023,0.011
1971,7,-0.125,0.067,-0.115,0.025,0.022,0.018,-0.023,0.015,0.025,0.011
1971,8,-0.017,0.057,-0.122,0.026,0.02,0.018,-0.024,0.015,0.027,0.011
1971,9,0.027,0.048,-0.102,0.026,0.018,0.018,-0.025,0.015,0.027,0.011
1971,10,-0.01,0.04,-0.091,0.027,0.014,0.018,-0.026,0.015,0.028,0.01
1971,11,-0.048,0.046,-0.095,0.026,0.011,0.018,-0.027,0.015,0.029,0.01
1971,12,-0.055,0.046,-0.071,0.025,0.01,0.018,-0.024,0.015,0.032,0.01
1972,1,-0.41,0.053,-0.062,0.025,0.011,0.018,-0.023,0.015,0.032,0.01
1972,2,-0.355,0.046,-0.039,0.025,0.014,0.018,-0.018,0.014,0.032,0.01
1972,3,-0.027,0.05,-0.042,0.025,0.011,0.018,-0.016,0.014,0.03,0.01
1972,4,0.03,0.04,-0.037,0.025,0.008,0.018,-0.013,0.014,0.03,0.01
1972,5,-0.018,0.065,-0.048,0.025,0.005,0.018,-0.011,0.014,0.032,0.01
1972,6,0.157,0.051,-0.029,0.025,-0.002,0.018,-0.008,0.014,0.032,0.01
1972,7,-0.016,0.049,0.029,0.025,-0.002,0.019,-0.005,0.014,0.034,0.01
1972,8,0.254,0.05,0.084,0.025,-0.003,0.018,-0.002,0.014,0.034,0.01
1972,9,-0.003,0.045,0.105,0.025,0.001,0.019,-0.002,0.014,0.035,0.01
1972,10,0.043,0.044,0.133,0.026,0.001,0.019,-0.003,0.015,0.036,0.01
1972,11,-0.181,0.035,0.161,0.025,0.007,0.018,0,0.015,0.036,0.01
1972,12,0.174,0.047,0.178,0.024,0.009,0.018,0,0.015,0.038,0.01
1973,1,0.286,0.039,0.193,0.024,0.01,0.018,0.003,0.015,0.04,0.01
1973,2,0.313,0.051,0.181,0.025,0.01,0.018,0.006,0.015,0.041,0.01
1973,3,0.225,0.05,0.19,0.026,0.009,0.018,0.005,0.015,0.043,0.01
1973,4,0.361,0.046,0.197,0.025,0.007,0.018,0.007,0.015,0.045,0.009
1973,5,0.322,0.047,0.213,0.025,0.004,0.018,0.009,0.015,0.047,0.009
1973,6,0.357,0.044,0.204,0.025,0.005,0.018,0.01,0.015,0.048,0.009
1973,7,0.171,0.058,0.158,0.026,0.005,0.018,0.012,0.015,0.048,0.009
1973,8,0.106,0.058,0.094,0.025,0.007,0.018,0.011,0.015,0.048,0.009
1973,9,0.101,0.051,0.057,0.025,0.004,0.018,0.014,0.015,0.049,0.009
1973,10,0.127,0.047,0.018,0.025,0.004,0.019,0.013,0.015,0.049,0.009
1973,11,0.012,0.046,-0.013,0.025,-0.002,0.019,0.016,0.015,0.05,0.009
1973,12,0.069,0.039,-0.039,0.026,-0.003,0.019,0.018,0.015,0.051,0.009
1974,1,-0.263,0.043,-0.054,0.026,-0.002,0.019,0.021,0.015,0.052,0.009
1974,2,-0.464,0.04,-0.047,0.027,-0.004,0.019,0.023,0.015,0.053,0.009
1974,3,-0.212,0.058,-0.067,0.027,-0.005,0.019,0.024,0.015,0.056,0.009
1974,4,-0.107,0.055,-0.086,0.027,-0.011,0.019,0.024,0.015,0.058,0.009
1974,5,-0.056,0.054,-0.101,0.028,-0.013,0.019,0.023,0.015,0.061,0.009
1974,6,0.042,0.049,-0.117,0.028,-0.01,0.019,0.023,0.015,0.061,0.009
1974,7,-0.003,0.044,-0.08,0.028,-0.001,0.019,0.024,0.015,0.061,0.009
1974,8,0.189,0.077,-0.032,0.029,0.009,0.019,0.025,0.015,0.063,0.009
1974,9,-0.141,0.053,0.002,0.028,0.013,0.019,0.027,0.016,0.065,0.009
1974,10,-0.1,0.042,0.024,0.028,0.018,0.019,0.028,0.016,0.067,0.009
1974,11,-0.17,0.036,0.051,0.028,0.025,0.019,0.029,0.016,0.068,0.01
1974,12,-0.116,0.049,0.058,0.027,0.029,0.019,0.032,0.016,0.068,0.01
1975,1,0.173,0.041,0.062,0.028,0.035,0.019,0.034,0.016,0.07,0.01
1975,2,0.119,0.046,0.032,0.027,0.036,0.02,0.036,0.016,0.07,0.01
1975,3,0.198,0.047,0.049,0.027,0.036,0.02,0.039,0.016,0.071,0.01
1975,4,0.147,0.045,0.05,0.027,0.036,0.02,0.042,0.016,0.073,0.01
1975,5,0.276,0.049,0.043,0.027,0.042,0.02,0.045,0.016,0.074,0.01
1975,6,0.118,0.049,0.045,0.028,0.04,0.02,0.047,0.016,0.076,0.01
1975,7,0.044,0.046,0.034,0.028,0.037,0.02,0.051,0.016,0.076,0.01
1975,8,-0.16,0.059,0.008,0.028,0.035,0.02,0.055,0.016,0.077,0.01
1975,9,0.056,0.051,-0.043,0.028,0.034,0.02,0.057,0.016,0.079,0.01
1975,10,-0.083,0.047,-0.062,0.028,0.031,0.02,0.058,0.016,0.079,0.01
1975,11,-0.254,0.039,-0.116,0.028,0.028,0.02,0.062,0.016,0.079,0.01
1975,12,-0.101,0.039,-0.138,0.027,0.022,0.02,0.065,0.016,0.08,0.01
1976,1,0.043,0.046,-0.147,0.027,0.021,0.02,0.071,0.016,0.082,0.01
1976,2,-0.183,0.044,-0.147,0.027,0.014,0.02,0.078,0.016,0.084,0.01
1976,3,-0.416,0.052,-0.154,0.027,0.014,0.02,0.085,0.016,0.086,0.01
1976,4,-0.087,0.039,-0.179,0.028,0.012,0.021,0.088,0.016,0.087,0.01
1976,5,-0.364,0.053,-0.174,0.028,0.014,0.021,0.09,0.017,0.089,0.01
1976,6,-0.153,0.059,-0.155,0.028,0.015,0.021,0.094,0.017,0.089,0.01
1976,7,-0.06,0.055,-0.145,0.029,0.021,0.021,0.099,0.017,0.089,0.011
1976,8,-0.158,0.059,-0.112,0.029,0.026,0.021,0.104,0.017,0.09,0.011
1976,9,-0.029,0.055,-0.055,0.028,0.031,0.021,0.105,0.017,0.09,0.011
1976,10,-0.39,0.039,-0.02,0.028,0.035,0.021,0.107,0.017,0.091,0.011
1976,11,-0.185,0.046,0.044,0.028,0.036,0.021,0.109,0.017,0.092,0.011
1976,12,0.124,0.043,0.088,0.029,0.036,0.021,0.114,0.017,0.093,0.011
1977,1,0.16,0.051,0.121,0.029,0.036,0.021,0.118,0.017,0.095,0.011
1977,2,0.217,0.055,0.16,0.029,0.036,0.021,0.122,0.017,0.099,0.011
1977,3,0.26,0.047,0.162,0.029,0.042,0.021,0.12,0.017,0.099,0.011
1977,4,0.336,0.043,0.199,0.03,0.048,0.021,0.12,0.017,0.1,0.011
1977,5,0.399,0.052,0.231,0.031,0.054,0.021,0.121,0.017,0.1,0.011
1977,6,0.375,0.058,0.225,0.031,0.067,0.021,0.121,0.017,0.102,0.011
1977,7,0.337,0.054,0.219,0.03,0.07,0.021,0.123,0.017,0.105,0.011
1977,8,0.314,0.053,0.216,0.03,0.076,0.021,0.122,0.017,0.106,0.011
1977,9,-0.004,0.056,0.21,0.029,0.077,0.021,0.123,0.017,0.108,0.011
1977,10,0.057,0.044,0.198,0.03,0.082,0.021,0.124,0.017,0.108,0.012
1977,11,0.192,0.041,0.174,0.03,0.084,0.021,0.125,0.017,0.109,0.012
1977,12,0.056,0.06,0.14,0.028,0.086,0.021,0.128,0.017,0.112,0.012
1978,1,0.082,0.04,0.123,0.028,0.092,0.021,0.131,0.017,0.115,0.012
1978,2,0.182,0.048,0.073,0.029,0.101,0.021,0.132,0.017,0.117,0.012
1978,3,0.188,0.047,0.078,0.028,0.104,0.021,0.133,0.017,0.118,0.012
1978,4,0.195,0.042,0.077,0.028,0.109,0.021,0.132,0.017,0.12,0.012
1978,5,0.117,0.045,0.072,0.028,0.119,0.021,0.133,0.017,0.123,0.012
1978,6,-0.032,0.043,0.077,0.028,0.125,0.021,0.132,0.017,0.125,0.012
1978,7,0.126,0.057,0.078,0.028,0.137,0.021,0.132,0.017,0.128,0.012
1978,8,-0.281,0.047,0.048,0.027,0.149,0.021,0.135,0.017,0.131,0.012
1978,9,0.052,0.051,0.043,0.027,0.165,0.021,0.138,0.017,0.134,0.012
1978,10,0.043,0.048,0.034,0.026,0.172,0.021,0.139,0.017,0.135,0.012
1978,11,0.14,0.05,0.026,0.026,0.182,0.021,0.142,0.017,0.136,0.012
1978,12,0.108,0.04,0.033,0.027,0.191,0.021,0.143,0.017,0.139,0.012
1979,1,0.096,0.038,0.022,0.026,0.199,0.021,0.147,0.018,0.14,0.012
1979,2,-0.176,0.042,0.06,0.025,0.211,0.02,0.151,0.017,0.143,0.012
1979,3,0.122,0.045,0.074,0.025,0.216,0.02,0.155,0.017,0.144,0.013
1979,4,0.098,0.045,0.093,0.024,0.225,0.02,0.157,0.017,0.145,0.013
1979,5,0.021,0.04,0.097,0.024,0.231,0.02,0.162,0.018,0.145,0.013
1979,6,0.051,0.05,0.143,0.024,0.239,0.02,0.162,0.018,0.145,0.013
1979,7,-0.015,0.038,0.167,0.025,0.237,0.02,0.163,0.018,0.147,0.013
1979,8,0.179,0.044,0.219,0.025,0.235,0.02,0.163,0.018,0.148,0.013
1979,9,0.226,0.048,0.229,0.024,0.227,0.02,0.165,0.018,0.15,0.013
1979,10,0.266,0.049,0.261,0.024,0.222,0.02,0.167,0.018,0.151,0.013
1979,11,0.19,0.034,0.293,0.024,0.218,0.02,0.167,0.018,0.151,0.013
1979,12,0.663,0.043,0.306,0.025,0.212,0.02,0.167,0.018,0.152,0.013
1980,1,0.375,0.053,0.342,0.025,0.211,0.02,0.168,0.018,0.154,0.013
1980,2,0.455,0.048,0.357,0.027,0.207,0.02,0.166,0.018,0.154,0.013
1980,3,0.245,0.052,0.361,0.028,0.21,0.02,0.165,0.018,0.158,0.013
1980,4,0.48,0.044,0.355,0.029,0.211,0.02,0.165,0.018,0.161,0.013
1980,5,0.397,0.047,0.368,0.029,0.208,0.02,0.165,0.018,0.163,0.013
1980,6,0.213,0.053,0.335,0.029,0.216,0.02,0.166,0.017,0.165,0.014
1980,7,0.411,0.038,0.367,0.029,0.224,0.02,0.165,0.017,0.167,0.014
